营业流水号,结算流水号,客位名称,牌号,备注,桌号,就餐人数,应收金额,优惠金额,实收金额,操作pos,操作员,结算时间,开票标志,打印次数,hour
YY000101-251124-0091,JS000101-251124-0091,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-11-24 17:08:14,否,1,17
YY000101-251124-0090,JS000101-251124-0090,外卖区域.WM客位204262,,,,1,51.8,0.0,51.8,收银pos,001-收银,2025-11-24 16:57:15,否,1,16
YY000101-251124-0089,JS000101-251124-0089,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-11-24 16:41:47,否,1,16
YY000101-251124-0088,JS000101-251124-0088,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-11-24 16:34:35,否,1,16
YY000101-251124-0087,JS000101-251124-0087,外卖区域.WM客位204262,,,,1,49.08,0.0,49.08,收银pos,001-收银,2025-11-24 16:33:22,否,1,16
YY000101-251124-0085,JS000101-251124-0086,外卖区域.WM客位204262,,,,1,38.7,0.0,38.7,收银pos,001-收银,2025-11-24 16:14:06,否,1,16
YY000101-251124-0083,JS000101-251124-0084,外卖区域.WM客位204262,,,,1,39.8,0.0,39.8,收银pos,001-收银,2025-11-24 15:57:21,否,1,15
YY000101-251124-0082,JS000101-251124-0083,外卖区域.WM客位204262,,,,1,55.7,0.0,55.7,收银pos,001-收银,2025-11-24 15:54:52,否,1,15
YY000101-251124-0080,JS000101-251124-0081,外卖区域.WM客位204262,,,,1,41.8,0.0,41.8,收银pos,001-收银,2025-11-24 15:38:55,否,1,15
YY000101-251124-0077,JS000101-251124-0080,大厅.A09,,,,1,36.0,0.0,36.0,收银pos,001-收银,2025-11-24 15:29:01,否,0,15
YY000101-251124-0079,JS000101-251124-0079,外卖区域.WM客位204262,,,,1,38.8,0.0,38.8,收银pos,001-收银,2025-11-24 15:25:44,否,1,15
YY000101-251124-0078,JS000101-251124-0078,外卖区域.WM客位204262,,,,1,33.8,0.0,33.8,收银pos,001-收银,2025-11-24 15:13:48,否,1,15
YY000101-251124-0076,JS000101-251124-0077,外卖区域.WM客位204262,,,,1,41.4,0.0,41.4,收银pos,001-收银,2025-11-24 15:05:29,否,1,15
YY000101-251124-0069,JS000101-251124-0070,大厅.A09,,,,2,23.8,0.0,23.8,收银pos,001-收银,2025-11-24 14:51:05,否,0,14
YY000101-251124-0065,JS000101-251124-0066,大厅.A01,,,,2,23.8,0.0,23.8,收银pos,001-收银,2025-11-24 14:51:00,否,0,14
YY000101-251124-0075,JS000101-251124-0076,外卖区域.WM客位204262,,,,1,52.7,0.0,52.7,收银pos,001-收银,2025-11-24 14:32:45,否,1,14
YY000101-251124-0074,JS000101-251124-0075,外卖区域.WM客位204262,,,,1,64.7,0.0,64.7,收银pos,001-收银,2025-11-24 14:32:12,否,1,14
YY000101-251124-0073,JS000101-251124-0074,外卖区域.WM客位204262,,,,1,37.8,0.0,37.8,收银pos,001-收银,2025-11-24 14:15:39,否,1,14
YY000101-251124-0072,JS000101-251124-0073,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-11-24 14:14:56,否,1,14
YY000101-251124-0071,JS000101-251124-0072,外卖区域.WM客位204262,,,,1,86.8,0.0,86.8,收银pos,001-收银,2025-11-24 14:11:41,否,1,14
YY000101-251124-0070,JS000101-251124-0071,外卖区域.WM客位204262,,,,1,27.8,0.0,27.8,收银pos,001-收银,2025-11-24 14:10:13,否,1,14
YY000101-251124-0067,JS000101-251124-0068,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-11-24 13:25:48,否,1,13
YY000101-251124-0066,JS000101-251124-0067,外卖区域.WM客位204262,,,,1,46.7,0.0,46.7,收银pos,001-收银,2025-11-24 12:54:14,否,1,12
YY000101-251124-0064,JS000101-251124-0065,外卖区域.WM客位204262,,,,1,31.8,0.0,31.8,收银pos,001-收银,2025-11-24 12:43:24,否,1,12
YY000101-251124-0063,JS000101-251124-0064,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-11-24 12:43:17,否,1,12
YY000101-251124-0062,JS000101-251124-0063,外卖区域.WM客位204262,,,,1,45.8,0.0,45.8,收银pos,001-收银,2025-11-24 12:41:28,否,1,12
YY000101-251124-0061,JS000101-251124-0062,外卖区域.WM客位204262,,,,1,27.8,0.0,27.8,收银pos,001-收银,2025-11-24 12:37:23,否,1,12
YY000101-251124-0060,JS000101-251124-0061,外卖区域.WM客位204262,,,,1,36.7,0.0,36.7,收银pos,001-收银,2025-11-24 12:34:54,否,1,12
YY000101-251124-0059,JS000101-251124-0060,外卖区域.WM客位204262,,,,1,39.8,0.0,39.8,收银pos,001-收银,2025-11-24 12:34:01,否,1,12
YY000101-251124-0042,JS000101-251124-0041,大厅.A04,,,,2,47.6,0.0,47.6,收银pos,001-收银,2025-11-24 12:31:30,否,0,12
YY000101-251124-0047,JS000101-251124-0059,大厅.A02,,,,2,52.0,0.0,52.0,收银pos,001-收银,2025-11-24 12:24:07,否,0,12
YY000101-251124-0058,JS000101-251124-0058,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-11-24 12:23:22,否,1,12
YY000101-251124-0057,JS000101-251124-0057,大厅.A05,,,,2,63.0,0.0,63.0,收银pos,001-收银,2025-11-24 12:13:53,否,0,12
YY000101-251124-0056,JS000101-251124-0056,外卖区域.WM客位204262,,,,1,34.7,0.0,34.7,收银pos,001-收银,2025-11-24 12:13:32,否,1,12
YY000101-251124-0055,JS000101-251124-0055,外卖区域.WM客位204262,,,,1,35.8,0.0,35.8,收银pos,001-收银,2025-11-24 12:10:37,否,1,12
YY000101-251124-0054,JS000101-251124-0054,外卖区域.WM客位204262,,,,1,39.8,0.0,39.8,收银pos,001-收银,2025-11-24 12:09:14,否,1,12
YY000101-251124-0053,JS000101-251124-0053,外卖区域.WM客位204262,,,,1,27.8,0.0,27.8,收银pos,001-收银,2025-11-24 12:08:32,否,1,12
YY000101-251124-0052,JS000101-251124-0052,外卖区域.WM客位204262,,,,1,40.8,0.0,40.8,收银pos,001-收银,2025-11-24 12:07:24,否,1,12
YY000101-251124-0051,JS000101-251124-0051,外卖区域.WM客位204262,,,,1,27.8,0.0,27.8,收银pos,001-收银,2025-11-24 12:06:51,否,1,12
YY000101-251124-0050,JS000101-251124-0050,外卖区域.WM客位204262,,,,1,38.7,0.0,38.7,收银pos,001-收银,2025-11-24 12:04:33,否,1,12
YY000101-251124-0048,JS000101-251124-0048,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-11-24 12:02:42,否,1,12
YY000101-251124-0046,JS000101-251124-0047,外卖区域.WM客位204262,,,,1,35.6,0.0,35.6,收银pos,001-收银,2025-11-24 11:53:48,否,1,11
YY000101-251124-0045,JS000101-251124-0046,外卖区域.WM客位204262,,,,1,47.7,0.0,47.7,收银pos,001-收银,2025-11-24 11:53:41,否,1,11
YY000101-251124-0044,JS000101-251124-0045,大厅.A06,,,,2,94.0,18.8,75.2,收银pos,001-收银,2025-11-24 11:53:13,否,0,11
YY000101-251124-0027,JS000101-251124-0043,大厅.A09,,,,2,64.0,0.0,64.0,收银pos,001-收银,2025-11-24 11:48:15,否,0,11
YY000101-251124-0043,JS000101-251124-0042,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-11-24 11:45:58,否,1,11
YY000101-251124-0041,JS000101-251124-0040,外卖区域.WM客位204262,,,,1,41.7,0.0,41.7,收银pos,001-收银,2025-11-24 11:38:46,否,1,11
YY000101-251124-0040,JS000101-251124-0039,外卖区域.WM客位204262,,,,1,33.7,0.0,33.7,收银pos,001-收银,2025-11-24 11:36:37,否,1,11
YY000101-251124-0039,JS000101-251124-0038,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-11-24 11:35:19,否,1,11
YY000101-251124-0038,JS000101-251124-0037,外卖区域.WM客位204262,,,,1,33.8,0.0,33.8,收银pos,001-收银,2025-11-24 11:32:09,否,1,11
YY000101-251124-0037,JS000101-251124-0036,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-11-24 11:30:31,否,1,11
YY000101-251124-0036,JS000101-251124-0035,外卖区域.WM客位204262,,,,1,33.8,0.0,33.8,收银pos,001-收银,2025-11-24 11:29:38,否,1,11
YY000101-251124-0035,JS000101-251124-0034,外卖区域.WM客位204262,,,,1,37.8,0.0,37.8,收银pos,001-收银,2025-11-24 11:25:23,否,1,11
YY000101-251124-0034,JS000101-251124-0033,外卖区域.WM客位204262,,,,1,27.48,0.0,27.48,收银pos,001-收银,2025-11-24 11:23:29,否,1,11
YY000101-251124-0033,JS000101-251124-0032,外卖区域.WM客位204262,,,,1,27.8,0.0,27.8,收银pos,001-收银,2025-11-24 11:22:36,否,1,11
YY000101-251124-0032,JS000101-251124-0031,外卖区域.WM客位204262,,,,1,40.7,0.0,40.7,收银pos,001-收银,2025-11-24 11:21:13,否,1,11
YY000101-251124-0031,JS000101-251124-0030,外卖区域.WM客位204262,,,,1,35.8,0.0,35.8,收银pos,001-收银,2025-11-24 11:19:09,否,1,11
YY000101-251124-0030,JS000101-251124-0029,外卖区域.WM客位204262,,,,1,37.8,0.0,37.8,收银pos,001-收银,2025-11-24 11:18:57,否,1,11
YY000101-251124-0029,JS000101-251124-0028,外卖区域.WM客位204262,,,,1,69.6,0.0,69.6,收银pos,001-收银,2025-11-24 11:16:38,否,1,11
YY000101-251124-0028,JS000101-251124-0027,外卖区域.WM客位204262,,,,1,38.7,0.0,38.7,收银pos,001-收银,2025-11-24 11:16:26,否,1,11
YY000101-251124-0026,JS000101-251124-0026,外卖区域.WM客位204262,,,,1,39.8,0.0,39.8,收银pos,001-收银,2025-11-24 11:13:27,否,1,11
YY000101-251124-0025,JS000101-251124-0025,外卖区域.WM客位204262,,,,1,40.8,0.0,40.8,收银pos,001-收银,2025-11-24 11:12:54,否,1,11
YY000101-251124-0024,JS000101-251124-0024,外卖区域.WM客位204262,,,,1,40.8,0.0,40.8,收银pos,001-收银,2025-11-24 11:12:01,否,1,11
YY000101-251124-0023,JS000101-251124-0023,外卖区域.WM客位204262,,,,1,37.7,0.0,37.7,收银pos,001-收银,2025-11-24 11:11:43,否,1,11
YY000101-251124-0022,JS000101-251124-0022,外卖区域.WM客位204262,,,,1,39.7,0.0,39.7,收银pos,001-收银,2025-11-24 11:11:26,否,1,11
YY000101-251124-0020,JS000101-251124-0020,外卖区域.WM客位204262,,,,1,44.6,0.0,44.6,收银pos,001-收银,2025-11-24 11:09:56,否,1,11
YY000101-251124-0019,JS000101-251124-0019,外卖区域.WM客位204262,,,,1,41.7,0.0,41.7,收银pos,001-收银,2025-11-24 11:09:43,否,1,11
YY000101-251124-0018,JS000101-251124-0018,外卖区域.WM客位204262,,,,1,37.8,0.0,37.8,收银pos,001-收银,2025-11-24 11:09:01,否,1,11
YY000101-251124-0017,JS000101-251124-0017,外卖区域.WM客位204262,,,,1,49.6,0.0,49.6,收银pos,001-收银,2025-11-24 11:08:03,否,1,11
YY000101-251124-0016,JS000101-251124-0016,外卖区域.WM客位204262,,,,1,72.8,0.0,72.8,收银pos,001-收银,2025-11-24 11:00:50,否,1,11
YY000101-251124-0015,JS000101-251124-0015,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-11-24 11:00:22,否,1,11
YY000101-251124-0014,JS000101-251124-0014,外卖区域.WM客位204262,,,,1,45.8,0.0,45.8,收银pos,001-收银,2025-11-24 10:58:13,否,1,10
YY000101-251124-0013,JS000101-251124-0013,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-11-24 10:53:26,否,1,10
YY000101-251124-0012,JS000101-251124-0012,外卖区域.WM客位204262,,,,1,33.7,0.0,33.7,收银pos,001-收银,2025-11-24 10:53:19,否,1,10
YY000101-251124-0011,JS000101-251124-0011,外卖区域.WM客位204262,,,,1,40.8,0.0,40.8,收银pos,001-收银,2025-11-24 10:49:23,否,1,10
YY000101-251124-0010,JS000101-251124-0010,外卖区域.WM客位204262,,,,1,52.6,0.0,52.6,收银pos,001-收银,2025-11-24 10:45:32,否,1,10
YY000101-251124-0009,JS000101-251124-0009,外卖区域.WM客位204262,,,,1,55.5,0.0,55.5,收银pos,001-收银,2025-11-24 10:38:14,否,1,10
YY000101-251124-0008,JS000101-251124-0008,外卖区域.WM客位204262,,,,1,35.7,0.0,35.7,收银pos,001-收银,2025-11-24 10:35:51,否,1,10
YY000101-251124-0007,JS000101-251124-0007,外卖区域.WM客位204262,,,,1,44.8,0.0,44.8,收银pos,001-收银,2025-11-24 10:34:47,否,1,10
YY000101-251124-0006,JS000101-251124-0006,外卖区域.WM客位204262,,,,1,70.0,0.0,70.0,收银pos,001-收银,2025-11-24 10:32:02,否,1,10
YY000101-251124-0005,JS000101-251124-0005,外卖区域.WM客位204262,,,,1,48.8,0.0,48.8,收银pos,001-收银,2025-11-24 10:31:55,否,1,10
YY000101-251124-0004,JS000101-251124-0004,大厅.A01,,,,2,26.0,0.0,26.0,收银pos,001-收银,2025-11-24 10:31:47,否,0,10
YY000101-251124-0003,JS000101-251124-0003,外卖区域.WM客位204262,,,,1,71.7,0.0,71.7,收银pos,001-收银,2025-11-24 09:42:42,否,1,9
YY000101-251124-0002,JS000101-251124-0002,外卖区域.WM客位204262,,,,1,35.3,0.0,35.3,收银pos,001-收银,2025-11-24 09:33:29,否,1,9
YY000101-251124-0001,JS000101-251124-0001,外卖区域.WM客位204262,,,,1,33.6,0.0,33.6,收银pos,001-收银,2025-11-24 09:33:28,否,1,9
YY000101-251123-0118,JS000101-251123-0124,大厅.A08,,,,4,308.0,0.0,308.0,收银pos,001-收银,2025-11-23 21:26:49,否,0,21
YY000101-251123-0123,JS000101-251123-0123,大厅.A06,,,,1,41.0,0.0,41.0,收银pos,001-收银,2025-11-23 21:11:05,否,0,21
YY000101-251123-0122,JS000101-251123-0122,外卖区域.WM客位204262,,,,1,32.6,0.0,32.6,收银pos,001-收银,2025-11-23 20:56:18,否,1,20
YY000101-251123-0121,JS000101-251123-0121,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-11-23 20:56:11,否,1,20
YY000101-251123-0120,JS000101-251123-0120,外卖区域.WM客位204262,,,,1,41.8,0.0,41.8,收银pos,001-收银,2025-11-23 20:52:55,否,1,20
YY000101-251123-0119,JS000101-251123-0119,外卖区域.WM客位204262,,,,1,45.8,0.0,45.8,收银pos,001-收银,2025-11-23 20:44:12,否,1,20
YY000101-251123-0114,JS000101-251123-0113,大厅.A08,,,,4,278.0,0.0,278.0,收银pos,001-收银,2025-11-23 20:35:55,否,0,20
YY000101-251123-0117,JS000101-251123-0118,外卖区域.WM客位204262,,,,1,36.7,0.0,36.7,收银pos,001-收银,2025-11-23 20:35:14,否,1,20
YY000101-251123-0111,JS000101-251123-0115,大厅.A02,,,,2,297.0,0.0,297.0,收银pos,001-收银,2025-11-23 20:35:07,否,0,20
YY000101-251123-0115,JS000101-251123-0116,外卖区域.WM客位204262,,,,1,39.7,0.0,39.7,收银pos,001-收银,2025-11-23 20:33:13,否,1,20
YY000101-251123-0112,JS000101-251123-0114,大厅.A09,,,,2,203.0,0.0,203.0,收银pos,001-收银,2025-11-23 20:32:47,否,0,20
YY000101-251123-0113,JS000101-251123-0112,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-11-23 20:30:13,否,1,20
YY000101-251123-0109,JS000101-251123-0109,大厅.A07,,,,2,440.0,10.0,430.0,收银pos,001-收银,2025-11-23 20:27:15,否,0,20
YY000101-251123-0108,JS000101-251123-0106,大厅.A04,,,,4,393.0,0.0,393.0,收银pos,001-收银,2025-11-23 19:59:58,否,1,19
YY000101-251123-0099,JS000101-251123-0097,大厅.A03,,,,2,276.0,0.0,276.0,收银pos,001-收银,2025-11-23 19:41:13,否,0,19
YY000101-251123-0107,JS000101-251123-0111,大厅.A06,,,,3,74.0,36.0,38.0,收银pos,001-收银,2025-11-23 19:37:06,否,0,19
YY000101-251123-0110,JS000101-251123-0110,大厅.A05,,,,2,178.0,0.0,178.0,收银pos,001-收银,2025-11-23 19:35:33,否,0,19
YY000101-251123-0098,JS000101-251123-0096,大厅.A08,,,,5,481.0,0.0,481.0,收银pos,001-收银,2025-11-23 19:35:13,否,0,19
YY000101-251123-0105,JS000101-251123-0102,大厅.A10,,,,2,257.0,0.0,257.0,收银pos,001-收银,2025-11-23 19:31:53,否,0,19
YY000101-251123-0101,JS000101-251123-0108,大厅.A07,,,,3,219.0,0.0,219.0,收银pos,001-收银,2025-11-23 19:22:16,否,0,19
YY000101-251123-0104,JS000101-251123-0101,大厅.A01,,,,2,178.0,0.0,178.0,收银pos,001-收银,2025-11-23 19:18:42,否,0,19
YY000101-251123-0094,JS000101-251123-0107,大厅.A02,,,,4,335.0,21.0,314.0,收银pos,001-收银,2025-11-23 19:18:31,否,0,19
YY000101-251123-0090,JS000101-251123-0105,大厅.A09,,,,3,339.0,116.6,222.4,收银pos,001-收银,2025-11-23 18:56:30,否,0,18
YY000101-251123-0106,JS000101-251123-0104,大厅.A11,,,,1,78.0,0.0,78.0,收银pos,001-收银,2025-11-23 18:54:04,否,0,18
YY000101-251123-0093,JS000101-251123-0103,大厅.A04,,,,4,202.0,39.4,162.6,收银pos,001-收银,2025-11-23 18:39:55,否,0,18
YY000101-251123-0103,JS000101-251123-0100,外卖区域.WM客位204262,,,,1,47.8,0.0,47.8,收银pos,001-收银,2025-11-23 18:23:03,否,1,18
YY000101-251123-0102,JS000101-251123-0099,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-11-23 18:19:57,否,1,18
YY000101-251123-0100,JS000101-251123-0098,外卖区域.WM客位204262,,,,1,33.8,0.0,33.8,收银pos,001-收银,2025-11-23 18:18:29,否,1,18
YY000101-251123-0097,JS000101-251123-0095,外卖区域.WM客位204262,,,,1,50.7,0.0,50.7,收银pos,001-收银,2025-11-23 18:16:30,否,1,18
YY000101-251123-0096,JS000101-251123-0094,外卖区域.WM客位204262,,,,1,48.8,0.0,48.8,收银pos,001-收银,2025-11-23 18:15:16,否,1,18
YY000101-251123-0082,JS000101-251123-0093,大厅.A10,,,,2,66.0,0.0,66.0,收银pos,001-收银,2025-11-23 18:14:46,否,0,18
YY000101-251123-0095,JS000101-251123-0092,外卖区域.WM客位204262,,,,1,40.2,0.0,40.2,收银pos,001-收银,2025-11-23 18:13:43,否,1,18
YY000101-251123-0091,JS000101-251123-0088,大厅.A05,,,,2,178.0,0.0,178.0,收银pos,001-收银,2025-11-23 18:01:48,否,0,18
YY000101-251123-0072,JS000101-251123-0091,大厅.A03,,,,2,193.0,15.0,178.0,收银pos,001-收银,2025-11-23 18:01:37,否,0,18
YY000101-251123-0092,JS000101-251123-0090,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-11-23 18:01:02,否,1,18
YY000101-251123-0088,JS000101-251123-0086,大厅.A06,,,,2,278.0,0.0,278.0,收银pos,001-收银,2025-11-23 17:59:13,否,0,17
YY000101-251123-0089,JS000101-251123-0087,外卖区域.WM客位204262,,,,1,79.7,0.0,79.7,收银pos,001-收银,2025-11-23 17:59:02,否,1,17
YY000101-251123-0087,JS000101-251123-0085,外卖区域.WM客位204262,,,,1,39.8,0.0,39.8,收银pos,001-收银,2025-11-23 17:57:34,否,1,17
YY000101-251123-0086,JS000101-251123-0084,外卖区域.WM客位204262,,,,1,71.7,0.0,71.7,收银pos,001-收银,2025-11-23 17:54:59,否,1,17
YY000101-251123-0085,JS000101-251123-0083,外卖区域.WM客位204262,,,,1,45.8,0.0,45.8,收银pos,001-收银,2025-11-23 17:47:32,否,1,17
YY000101-251123-0084,JS000101-251123-0082,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-11-23 17:44:28,否,1,17
YY000101-251123-0083,JS000101-251123-0081,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-11-23 17:38:57,否,1,17
YY000101-251123-0081,JS000101-251123-0080,外卖区域.WM客位204262,,,,1,41.7,0.0,41.7,收银pos,001-收银,2025-11-23 17:37:13,否,1,17
YY000101-251123-0080,JS000101-251123-0079,外卖区域.WM客位204262,,,,1,39.6,0.0,39.6,收银pos,001-收银,2025-11-23 17:34:08,否,1,17
YY000101-251123-0079,JS000101-251123-0078,外卖区域.WM客位204262,,,,1,42.7,0.0,42.7,收银pos,001-收银,2025-11-23 17:33:40,否,1,17
YY000101-251123-0078,JS000101-251123-0077,外卖区域.WM客位204262,,,,1,33.6,0.0,33.6,收银pos,001-收银,2025-11-23 17:26:44,否,1,17
YY000101-251123-0077,JS000101-251123-0076,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-11-23 17:21:27,否,1,17
YY000101-251123-0076,JS000101-251123-0075,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-11-23 17:17:32,否,1,17
YY000101-251123-0075,JS000101-251123-0074,外卖区域.WM客位204262,,,,1,47.8,0.0,47.8,收银pos,001-收银,2025-11-23 17:14:47,否,1,17
YY000101-251123-0074,JS000101-251123-0073,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-11-23 17:13:44,否,1,17
YY000101-251123-0073,JS000101-251123-0072,外卖区域.WM客位204262,,,,1,52.7,0.0,52.7,收银pos,001-收银,2025-11-23 17:08:02,否,1,17
YY000101-251123-0071,JS000101-251123-0071,外卖区域.WM客位204262,,,,1,42.8,0.0,42.8,收银pos,001-收银,2025-11-23 16:55:36,否,1,16
YY000101-251123-0065,JS000101-251123-0070,大厅.A06,,,,2,256.0,70.6,185.4,收银pos,001-收银,2025-11-23 16:47:06,否,0,16
YY000101-251123-0070,JS000101-251123-0069,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-11-23 16:40:44,否,1,16
YY000101-251123-0069,JS000101-251123-0068,外卖区域.WM客位204262,,,,1,54.3,0.0,54.3,收银pos,001-收银,2025-11-23 16:33:21,否,1,16
YY000101-251123-0068,JS000101-251123-0067,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-11-23 16:24:22,否,1,16
YY000101-251123-0067,JS000101-251123-0066,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-11-23 16:13:37,否,1,16
YY000101-251123-0066,JS000101-251123-0065,外卖区域.WM客位204262,,,,1,75.5,0.0,75.5,收银pos,001-收银,2025-11-23 16:01:47,否,1,16
YY000101-251123-0064,JS000101-251123-0064,外卖区域.WM客位204262,,,,1,43.8,0.0,43.8,收银pos,001-收银,2025-11-23 15:40:10,否,1,15
YY000101-251123-0059,JS000101-251123-0063,大厅.A08,,,,3,235.0,0.0,235.0,收银pos,001-收银,2025-11-23 15:34:07,否,0,15
YY000101-251123-0063,JS000101-251123-0062,外卖区域.WM客位204262,,,,1,41.8,0.0,41.8,收银pos,001-收银,2025-11-23 15:26:54,否,1,15
YY000101-251123-0062,JS000101-251123-0061,外卖区域.WM客位204262,,,,1,35.8,0.0,35.8,收银pos,001-收银,2025-11-23 15:21:27,否,1,15
YY000101-251123-0054,JS000101-251123-0060,大厅.A05,,,,2,316.0,0.0,316.0,收银pos,001-收银,2025-11-23 15:15:56,否,0,15
YY000101-251123-0061,JS000101-251123-0059,外卖区域.WM客位204262,,,,1,36.8,0.0,36.8,收银pos,001-收银,2025-11-23 15:12:48,否,1,15
YY000101-251123-0057,JS000101-251123-0058,大厅.A06,,,,1,38.0,0.0,38.0,收银pos,001-收银,2025-11-23 14:47:45,否,0,14
YY000101-251123-0060,JS000101-251123-0057,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-11-23 14:47:04,否,1,14
YY000101-251123-0058,JS000101-251123-0056,外卖区域.WM客位204262,,,,1,35.3,0.0,35.3,收银pos,001-收银,2025-11-23 14:44:54,否,1,14
YY000101-251123-0047,JS000101-251123-0055,大厅.A08,,,,5,611.0,141.0,470.0,收银pos,001-收银,2025-11-23 14:27:53,否,0,14
YY000101-251123-0056,JS000101-251123-0054,外卖区域.WM客位204262,,,,1,31.8,0.0,31.8,收银pos,001-收银,2025-11-23 14:19:29,否,1,14
YY000101-251123-0055,JS000101-251123-0053,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-11-23 14:19:06,否,1,14
YY000101-251123-0053,JS000101-251123-0052,大厅.A04,,,,2,26.0,0.0,26.0,收银pos,001-收银,2025-11-23 14:10:23,否,0,14
YY000101-251123-0052,JS000101-251123-0051,外卖区域.WM客位204262,,,,1,35.8,0.0,35.8,收银pos,001-收银,2025-11-23 14:04:13,否,1,14
YY000101-251123-0051,JS000101-251123-0050,外卖区域.WM客位204262,,,,1,35.7,0.0,35.7,收银pos,001-收银,2025-11-23 13:53:03,否,1,13
YY000101-251123-0050,JS000101-251123-0049,外卖区域.WM客位204262,,,,1,41.7,0.0,41.7,收银pos,001-收银,2025-11-23 13:41:53,否,1,13
YY000101-251123-0049,JS000101-251123-0048,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-11-23 13:32:18,否,1,13
YY000101-251123-0048,JS000101-251123-0047,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-11-23 13:30:09,否,1,13
YY000101-251123-0046,JS000101-251123-0046,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-11-23 13:25:48,否,1,13
YY000101-251123-0045,JS000101-251123-0045,外卖区域.WM客位204262,,,,1,41.7,0.0,41.7,收银pos,001-收银,2025-11-23 13:16:14,否,1,13
YY000101-251123-0044,JS000101-251123-0044,外卖区域.WM客位204262,,,,1,39.8,0.0,39.8,收银pos,001-收银,2025-11-23 13:13:04,否,1,13
YY000101-251123-0043,JS000101-251123-0043,外卖区域.WM客位204262,,,,1,47.8,0.0,47.8,收银pos,001-收银,2025-11-23 13:10:45,否,1,13
YY000101-251123-0042,JS000101-251123-0042,外卖区域.WM客位204262,,,,1,68.8,0.0,68.8,收银pos,001-收银,2025-11-23 13:07:09,否,1,13
YY000101-251123-0033,JS000101-251123-0041,大厅.A05,,,,3,185.0,50.0,135.0,收银pos,001-收银,2025-11-23 13:06:32,否,0,13
YY000101-251123-0034,JS000101-251123-0040,大厅.A08,,,,2,26.0,3.0,23.0,收银pos,001-收银,2025-11-23 13:03:42,否,0,13
YY000101-251123-0041,JS000101-251123-0039,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-11-23 12:59:46,否,1,12
YY000101-251123-0030,JS000101-251123-0031,大厅.A03,,,,3,278.0,0.0,278.0,收银pos,001-收银,2025-11-23 12:55:55,否,0,12
YY000101-251123-0040,JS000101-251123-0038,外卖区域.WM客位204262,,,,1,35.7,0.0,35.7,收银pos,001-收银,2025-11-23 12:47:51,否,1,12
YY000101-251123-0039,JS000101-251123-0037,外卖区域.WM客位204262,,,,1,38.8,0.0,38.8,收银pos,001-收银,2025-11-23 12:45:22,否,1,12
YY000101-251123-0038,JS000101-251123-0036,外卖区域.WM客位204262,,,,1,73.5,0.0,73.5,收银pos,001-收银,2025-11-23 12:44:44,否,1,12
YY000101-251123-0037,JS000101-251123-0035,外卖区域.WM客位204262,,,,1,37.8,0.0,37.8,收银pos,001-收银,2025-11-23 12:42:51,否,1,12
